Attendance,Hours_Studied,Previous_Scores,Tutoring_Sessions,Physical_Activity,Sleep_Hours,Parental_Involvement_Low,Exam_Score
63,26,55,2,4,7,0,65
61,7,76,1,5,4,1,60
85,27,66,2,4,8,0,70
85,28,64,1,1,6,0,68
99,18,81,1,3,7,0,72
76,4,90,2,2,8,0,63
73,18,72,1,1,7,0,63
85,20,75,1,2,5,1,67
93,14,83,4,2,9,0,68
97,17,56,2,3,5,0,69
92,29,91,1,4,4,0,75
77,24,92,0,3,8,1,67
85,14,77,2,3,5,0,69
94,10,59,0,2,9,1,65
80,18,75,2,4,8,1,65
69,19,55,1,4,7,0,63
67,23,88,2,4,6,1,65
60,17,66,0,2,6,0,58
89,23,66,0,3,6,0,70
64,32,97,1,5,6,1,66
70,25,71,2,2,9,0,63
72,20,89,1,3,6,0,62
82,19,82,2,3,8,0,69
76,18,66,1,3,9,0,66
87,27,56,0,2,6,0,68
62,16,90,2,2,8,1,62
65,20,88,0,4,6,0,64
80,20,58,0,2,7,0,65
73,17,62,2,3,6,0,64
72,12,88,2,3,6,0,65
63,22,99,3,4,7,0,65
96,20,92,0,3,5,1,70
88,23,84,2,3,8,1,71
65,17,96,2,3,5,0,65
63,27,64,1,4,5,0,67
99,15,50,4,2,7,1,68
87,30,66,1,4,6,0,73
77,10,99,0,4,8,0,64
88,23,94,3,1,7,0,71
90,23,53,2,2,5,0,70
91,15,75,4,1,8,1,68
79,23,54,2,4,7,0,68
77,28,89,3,3,7,1,68
60,7,69,0,3,10,0,59
97,23,96,2,4,9,0,74
84,5,53,1,3,7,0,62
68,14,87,2,3,5,0,64
97,30,70,0,2,5,0,76
97,17,63,2,2,9,0,70
100,13,76,0,5,6,0,69
95,19,74,0,2,7,0,69
100,32,67,4,3,5,1,74
70,9,82,2,2,8,0,62
94,14,83,2,3,9,0,70
93,29,54,4,3,9,1,71
69,31,80,4,2,6,0,68
64,19,86,3,3,8,0,66
99,13,54,3,3,7,1,67
72,33,83,3,4,8,0,71
95,30,90,3,1,7,0,74
60,24,92,3,2,6,1,65
61,15,52,1,3,9,0,60
79,20,85,2,2,7,0,69
70,19,90,2,3,6,0,65
88,22,70,3,2,7,0,69
83,29,77,1,4,6,0,70
63,25,63,0,1,8,0,65
67,14,66,0,4,7,1,57
76,28,75,0,2,6,0,68
67,22,58,2,3,10,0,67
92,24,69,2,4,5,0,70
77,29,65,1,3,8,0,68
64,13,62,1,1,7,0,62
79,20,74,1,5,5,0,67
64,17,92,0,1,6,0,66
65,11,62,2,2,5,0,60
70,22,83,0,2,10,0,65
94,35,63,1,2,7,0,75
97,9,57,4,5,7,1,67
93,20,97,1,2,10,0,71
73,24,82,0,2,6,1,63
71,21,55,2,1,9,0,67
82,19,82,2,4,8,0,68
89,12,59,2,4,4,0,65
100,21,94,1,3,6,1,72
65,15,62,1,4,8,0,61
62,7,90,1,5,7,1,60
88,27,60,2,2,7,0,72
93,26,78,2,3,6,0,72
94,20,96,2,3,6,1,70
87,21,65,2,3,7,1,67
98,26,54,0,1,10,0,71
80,21,78,0,2,6,0,66
97,25,59,0,2,6,0,72
99,18,86,1,4,7,0,70
94,28,80,2,2,5,0,71
72,22,67,2,4,8,1,64
68,21,85,3,2,5,0,66
82,12,62,2,4,5,0,64
78,22,96,0,3,5,0,67
95,15,67,3,3,5,1,67
64,16,88,1,3,9,0,64
70,15,63,0,4,8,1,61
90,14,86,4,2,8,0,99
64,33,52,3,4,8,0,67
73,28,65,3,3,7,0,72
75,32,55,1,4,7,1,66
85,13,73,3,2,9,1,68
66,20,72,1,1,9,0,64
94,12,68,1,2,5,0,69
78,16,99,0,4,10,0,65
97,14,62,1,4,5,1,66
79,27,90,3,4,6,0,73
71,18,72,0,4,7,0,63
66,26,67,3,4,7,0,66
60,24,60,3,2,10,0,65
81,34,82,1,2,9,0,71
64,11,67,1,2,8,0,58
76,28,91,0,3,9,0,68
84,27,98,0,4,8,0,69
71,14,61,0,3,6,0,63
67,26,56,1,5,8,0,66
91,22,66,0,3,7,0,69
98,19,73,3,3,6,0,69
64,15,65,2,2,9,0,63
66,16,99,1,3,7,1,65
98,32,89,2,3,5,1,76
62,20,98,0,3,6,0,67
99,25,69,1,3,8,1,70
60,15,65,1,5,9,0,60
95,15,70,2,3,8,0,68
72,26,76,1,3,8,0,68
98,12,87,2,3,6,1,70
73,18,94,1,3,7,0,68
86,20,73,3,3,7,0,69
63,21,64,0,3,7,0,62
70,19,66,1,4,7,0,64
91,22,85,2,2,6,0,71
81,24,78,1,2,8,0,68
97,24,74,0,5,5,0,72
77,14,60,1,3,5,0,64
95,18,94,6,3,6,0,73
78,27,89,0,3,8,0,69
99,25,57,1,3,8,1,70
98,12,68,3,2,4,0,69
73,22,77,1,3,8,0,64
95,8,73,2,2,7,0,66
94,20,70,1,2,6,0,69
68,31,86,1,3,7,0,68
85,14,53,4,3,5,0,65
63,15,74,4,2,7,0,62
93,25,63,2,2,5,0,75
67,11,54,0,3,6,0,60
63,16,73,0,4,6,0,63
76,24,59,2,4,8,0,66
83,16,63,0,3,7,0,67
94,19,75,1,3,8,1,68
99,24,99,0,3,5,0,72
78,23,84,0,3,7,1,66
62,22,64,0,3,8,0,63
90,18,69,1,3,9,0,71
83,22,70,2,3,5,1,67
78,19,58,1,3,6,0,66
72,23,58,2,2,8,0,66
80,17,57,4,2,9,0,68
74,19,76,1,3,7,0,66
90,14,84,0,3,5,0,68
82,20,80,3,1,5,0,68
95,15,99,0,2,7,1,68
82,13,56,2,3,8,0,66
70,22,99,1,2,7,0,66
94,21,73,0,3,5,0,70
82,25,61,1,2,9,0,68
68,17,97,2,3,6,0,65
85,22,73,1,3,8,1,70
74,23,67,3,5,4,0,66
94,23,61,0,1,9,0,68
78,15,63,1,2,6,0,64
89,21,99,0,3,9,0,69
64,22,65,2,4,8,0,65
76,20,99,3,3,5,0,69
99,7,67,1,4,7,1,66
92,21,62,1,2,9,0,68
66,33,59,3,2,6,0,70
71,18,71,1,3,9,0,65
73,16,62,0,2,8,0,65
86,22,85,1,3,9,0,68
90,22,62,0,3,7,1,67
90,27,92,0,3,7,0,72
80,12,92,1,3,10,0,70
92,24,64,1,3,8,1,72
77,24,88,1,5,7,0,71
65,19,93,1,4,8,1,64
83,22,80,2,5,6,1,69
98,26,68,4,1,7,0,73
92,25,72,1,5,9,1,70
83,13,89,1,4,7,0,68
86,25,65,2,5,6,0,71
97,20,67,1,3,6,0,71
77,20,58,0,3,7,1,66
73,20,70,3,4,6,0,68
99,19,54,0,2,5,0,70
95,27,66,3,4,5,0,72
73,19,69,1,4,9,1,66
79,13,63,3,2,7,0,65
77,18,55,3,3,7,0,66
66,21,76,3,1,6,0,65
98,27,93,0,4,6,0,72
76,24,67,2,3,6,0,68
95,15,62,0,3,7,0,68
68,35,64,0,4,5,1,67
82,22,93,2,2,9,0,68
61,28,76,1,4,7,0,67
91,19,57,3,3,7,0,69
83,23,85,2,2,8,1,65
85,25,58,2,4,8,0,70
62,27,53,1,2,6,0,64
68,26,63,2,3,8,0,66
63,25,58,1,1,8,1,64
72,18,80,1,2,7,0,66
85,17,74,1,2,9,0,67
83,22,86,3,4,8,0,68
84,26,76,5,2,8,0,71
82,19,71,1,3,9,0,67
71,26,76,3,2,7,0,69
70,29,72,1,4,7,0,67
65,15,52,4,3,8,1,61
94,15,84,0,2,7,0,68
85,19,98,2,4,8,1,67
67,22,71,1,4,6,1,64
67,17,71,3,2,4,0,63
95,28,52,3,4,8,1,72
90,23,95,2,2,5,0,69
86,20,96,1,2,6,1,66
76,11,91,1,3,8,0,64
70,12,55,2,4,8,1,61
99,22,95,2,4,9,0,71
92,7,51,0,1,4,1,63
72,26,72,2,4,7,0,65
94,19,75,2,5,7,0,71
90,39,92,2,1,8,0,78
72,34,88,1,3,9,0,73
77,19,90,1,3,5,1,65
67,19,93,0,4,7,1,66
64,26,74,3,2,8,0,66
89,30,89,3,3,6,0,74
71,10,53,4,3,10,0,62
93,9,72,1,2,6,0,66
100,16,52,4,4,7,0,71
63,23,96,2,2,5,0,67
79,23,98,0,4,7,0,69
92,26,54,2,4,4,0,72
92,13,77,2,4,7,0,72
90,6,66,2,2,9,0,65
74,25,67,1,5,5,0,71
78,15,73,0,1,5,0,64
84,8,56,1,2,9,0,61
99,21,59,1,2,9,0,69
73,25,79,1,5,5,1,65
97,19,51,3,4,10,0,69
71,17,80,2,3,8,0,64
100,19,66,1,4,9,0,69
87,18,92,1,4,6,0,68
79,12,80,1,2,9,0,63
85,16,85,1,2,7,1,66
71,23,56,1,4,7,0,65
71,22,63,2,2,8,0,66
65,21,100,3,4,6,0,67
65,14,72,3,2,5,0,62
74,19,68,2,2,7,0,66
91,7,94,3,3,7,0,68
84,21,52,2,5,6,0,68
64,29,77,0,2,9,1,63
94,11,61,1,3,10,0,66
84,16,68,3,3,6,0,65
98,22,60,1,1,7,0,72
87,28,52,4,3,6,0,70
67,17,71,1,3,10,0,63
79,16,89,0,4,8,0,65
86,8,98,1,1,8,0,65
61,21,81,1,3,9,0,66
61,32,69,0,3,7,0,68
65,22,88,2,4,7,0,64
70,20,75,3,4,9,0,66
77,22,68,3,4,8,1,68
79,20,59,0,2,6,1,64
66,15,90,2,3,6,0,62
87,25,75,0,2,6,0,67
84,21,98,1,3,9,1,67
72,20,90,1,2,9,0,65
61,14,71,2,4,10,1,59
63,28,87,0,2,6,0,66
76,24,73,4,2,7,0,68
66,17,54,2,3,6,0,63
75,26,76,2,3,7,0,68
85,17,93,2,3,8,0,68
82,15,93,3,2,7,0,66
69,15,79,1,2,9,0,63
74,9,69,3,2,6,0,61
85,23,51,0,4,8,0,68
94,9,66,0,3,6,0,66
90,13,99,1,4,4,0,69
82,8,86,0,3,5,0,64
74,19,86,1,3,7,0,68
75,19,88,0,2,10,0,66
95,18,81,0,3,6,0,68
62,14,79,2,2,7,0,62
100,13,73,1,3,8,0,68
87,23,72,1,3,6,0,69
87,17,94,2,3,6,0,70
62,22,70,4,2,7,0,65
84,15,92,3,3,6,1,68
79,21,92,0,2,4,0,67
64,28,89,0,4,6,1,64
71,24,52,2,3,8,1,63
96,18,57,1,2,8,0,67
82,22,66,1,3,9,0,66
77,19,92,2,4,9,0,67
63,20,94,2,3,6,0,63
89,18,52,3,3,6,0,69
88,19,66,3,2,6,0,70
85,21,93,0,4,7,0,70
80,14,62,0,2,6,0,65
77,14,99,2,2,7,1,64
84,12,74,1,3,6,0,67
69,10,97,1,3,8,1,61
98,13,71,1,1,6,0,70
84,21,66,2,4,6,0,68
72,15,68,0,2,8,0,64
78,23,94,1,2,8,0,68
92,20,67,1,5,7,0,68
66,8,83,0,4,8,0,63
72,24,73,1,2,8,1,65
87,25,97,4,3,10,1,69
73,14,58,2,2,8,0,63
92,23,71,1,3,10,1,69
65,15,56,3,3,7,0,61
91,21,79,2,3,9,1,69
63,12,70,1,3,9,0,62
61,9,53,0,2,7,1,58
96,18,92,2,3,6,0,71
83,19,69,5,2,6,0,69
74,18,75,1,3,8,0,68
69,13,70,0,2,5,0,61
85,18,74,3,2,6,0,67
80,22,51,2,3,9,0,68
100,20,91,3,3,8,0,72
99,21,67,1,4,4,0,71
85,16,86,3,2,5,0,67
78,27,53,3,4,10,0,68
80,13,76,0,2,9,0,64
87,23,95,3,0,6,0,73
64,27,70,0,4,5,1,65
73,23,60,1,2,5,1,67
63,19,55,0,4,8,0,63
63,17,93,0,2,10,0,63
68,26,62,4,2,10,0,69
79,11,99,1,3,5,0,68
91,14,62,2,2,7,0,68
79,18,74,3,4,6,0,69
73,27,73,5,3,7,0,73
63,22,53,3,2,5,0,66
82,14,77,3,3,6,0,68
71,18,84,2,2,6,0,65
85,16,87,4,3,8,0,67
99,16,76,2,4,6,0,70
64,26,91,1,4,6,0,66
68,12,88,3,3,8,0,64
79,30,60,1,3,9,0,69
99,25,70,1,5,10,1,71
91,27,57,0,4,8,0,68
96,17,57,2,3,7,0,68
73,19,86,0,3,9,1,66
100,11,77,2,3,9,1,70
64,17,80,0,2,8,0,65
62,23,87,1,4,5,0,63
94,28,64,0,3,9,1,70
97,13,70,0,2,8,1,67
64,18,80,1,5,6,0,63
65,19,55,1,3,6,0,64
61,12,92,2,4,8,1,60
64,24,67,0,1,4,0,62
68,16,83,2,2,7,0,65
99,19,100,0,3,6,1,69
87,17,74,1,3,6,0,68
91,15,61,1,2,6,0,66
91,20,61,4,2,5,0,72
81,19,53,2,3,9,0,68
92,18,88,3,2,4,0,69
84,16,65,1,3,7,0,65
73,22,59,0,1,6,0,65
82,30,86,2,4,10,1,70
81,21,65,1,2,7,0,67
93,26,80,4,3,4,0,73
99,12,71,2,2,8,0,70
76,21,67,1,3,5,0,66
91,13,74,1,1,8,0,68
64,11,66,2,2,8,0,61
91,16,94,0,3,9,0,70
75,27,54,2,3,7,0,66
62,26,52,4,5,8,0,67
75,21,70,1,3,7,0,69
84,11,59,2,3,6,0,64
65,19,87,0,2,9,0,65
97,22,68,7,5,5,0,75
63,21,63,2,2,7,0,63
97,9,68,5,3,6,0,69
88,15,61,2,4,8,0,68
73,20,65,2,2,6,0,66
76,23,78,2,2,6,1,66
90,7,93,4,3,7,1,66
84,19,69,2,4,9,0,68
87,21,66,1,2,6,1,65
76,25,89,3,3,6,0,70
80,24,51,3,2,5,0,68
100,23,65,1,2,6,0,70
69,15,73,2,2,8,1,61
77,9,80,3,3,7,1,61
72,18,58,6,0,7,1,64
91,26,72,4,3,10,1,71
91,28,78,1,3,4,0,72
72,24,76,1,3,10,0,66
63,23,79,0,4,9,0,63
60,22,83,3,1,7,1,62
77,17,69,3,3,8,0,65
76,19,53,2,5,6,0,66
100,30,53,2,3,7,1,72
79,14,93,2,3,10,0,68
70,30,84,2,3,6,0,70
96,18,88,1,3,7,0,70
80,28,96,2,6,6,0,73
84,12,88,2,2,6,0,67
64,24,85,3,2,6,0,65
75,16,83,1,3,5,0,65
98,12,63,0,3,7,1,65
84,21,98,0,4,7,0,70
74,26,77,3,2,6,0,66
85,15,61,0,1,4,0,65
96,11,60,2,1,7,0,68
71,19,91,3,1,7,0,66
80,19,63,1,2,10,1,65
98,23,52,2,4,7,0,71
67,26,71,2,3,8,1,65
89,20,91,0,4,6,1,70
85,31,71,0,2,9,0,69
87,21,90,3,4,6,0,71
74,18,91,0,2,8,0,67
73,10,93,3,2,8,0,64
87,18,79,1,4,8,1,82
69,18,85,2,0,10,0,66
77,26,63,1,4,6,1,66
68,23,55,1,3,9,0,65
60,13,77,2,5,9,0,61
99,21,51,2,2,7,0,72
77,24,73,3,3,10,0,70
99,29,55,0,3,7,0,71
66,25,55,4,2,7,0,84
83,25,94,2,3,7,0,72
68,20,82,1,3,5,0,67
92,22,82,2,5,8,0,72
91,27,70,1,6,8,1,70
65,12,71,1,4,7,0,62
96,18,65,3,2,10,0,71
68,15,72,3,3,6,1,62
85,22,79,1,3,4,0,68
99,27,59,2,3,10,0,74
95,16,63,0,3,9,0,68
98,6,75,1,3,8,0,64
74,18,69,0,4,6,0,65
64,25,91,1,5,8,0,66
68,23,91,5,1,5,0,68
80,23,67,2,4,7,0,67
92,18,73,1,5,6,0,67
66,12,99,2,3,7,0,63
86,23,91,2,1,8,0,71
73,15,61,1,2,5,0,63
74,33,64,0,3,8,0,66
86,23,54,2,2,7,0,67
79,17,84,0,2,8,0,66
92,16,66,2,4,7,0,70
66,19,77,3,4,8,0,64
92,19,88,1,2,6,0,71
63,27,92,0,3,4,0,68
68,21,66,2,3,5,1,64
86,16,62,1,4,6,0,66
94,31,92,1,4,5,1,72
70,20,69,2,3,9,1,66
73,25,91,0,4,7,0,70
81,16,57,1,2,8,0,66
68,22,96,1,3,8,0,68
92,22,74,2,4,7,0,70
91,9,59,0,2,10,0,64
66,32,77,3,1,10,0,71
79,28,94,2,5,9,0,72
91,18,69,5,2,6,0,71
73,13,59,0,4,9,0,63
85,22,79,1,2,4,1,68
62,21,92,1,4,9,0,63
84,22,56,0,2,4,0,66
66,21,52,1,3,7,0,63
93,23,53,1,4,9,0,72
74,29,62,3,3,8,0,70
71,23,50,1,1,5,0,65
94,14,71,0,3,7,0,67
62,28,85,2,3,8,1,66
76,30,86,1,2,7,0,69
75,39,82,1,3,6,0,73
71,13,65,2,4,8,0,66
96,21,87,0,6,9,0,70
90,8,79,2,4,7,0,68
63,23,93,2,2,9,1,65
89,17,74,1,2,7,0,67
81,32,59,2,2,6,0,71
96,15,82,2,3,9,0,70
73,10,58,5,3,9,0,61
83,17,98,0,3,6,0,69
80,8,85,1,3,6,1,63
80,25,88,0,2,10,0,67
78,8,84,0,2,7,0,65
68,20,55,0,3,7,0,63
90,8,73,3,4,7,0,67
78,18,83,2,2,9,1,66
98,30,61,0,3,10,1,72
70,22,84,3,5,7,0,68
87,15,91,1,4,10,0,67
98,20,64,1,3,6,0,72
87,20,60,0,2,7,0,66
95,23,94,1,4,8,0,73
93,12,50,4,3,6,0,71
74,24,63,1,3,8,1,65
84,4,70,5,4,6,0,65
66,16,84,2,3,5,0,65
81,17,100,2,2,4,0,68
69,24,69,7,3,7,0,70
90,20,97,1,2,8,0,68
81,12,68,0,2,5,1,62
76,14,85,3,3,7,0,66
71,21,58,3,5,7,0,65
100,20,73,1,4,7,0,71
63,17,94,0,2,6,0,61
62,17,66,2,4,7,0,63
69,24,55,3,4,7,0,67
99,17,76,2,4,8,0,70
99,19,72,3,4,5,0,73
86,33,61,1,3,7,0,72
95,11,95,1,3,5,0,69
69,9,80,1,3,7,1,61
99,25,67,1,3,5,0,71
66,16,100,1,3,6,0,64
64,18,57,1,3,7,1,61
64,15,92,3,4,6,0,63
83,18,62,2,2,9,0,65
91,30,62,3,4,9,0,73
75,25,75,2,4,8,0,68
99,25,83,1,2,8,0,72
77,12,85,1,3,7,1,62
66,13,51,3,2,9,0,63
79,3,64,0,3,7,1,58
87,15,83,1,3,10,0,68
93,26,94,1,2,6,0,74
78,23,83,1,3,5,0,68
84,19,63,1,2,5,0,67
71,20,75,0,4,5,0,65
86,16,82,0,4,5,1,63
99,21,57,2,2,7,0,71
62,25,77,0,4,8,0,62
95,10,74,2,3,7,0,66
82,22,67,1,1,5,1,65
70,26,81,0,3,6,0,66
98,18,82,3,3,8,0,71
79,24,99,2,3,6,1,68
73,37,71,0,5,6,0,72
67,19,77,1,4,5,0,66
70,22,58,4,2,6,0,66
93,16,77,2,1,6,1,67
85,21,52,5,3,7,1,71
97,23,57,2,1,8,0,72
69,21,59,3,3,7,1,64
65,14,82,1,3,7,1,60
60,21,78,2,2,8,0,64
80,29,90,2,1,5,0,70
100,23,73,3,2,10,0,72
88,26,74,0,2,6,0,68
72,19,58,0,3,8,0,62
95,24,87,0,2,5,0,68
91,22,50,2,5,7,0,72
61,14,71,0,1,7,0,60
93,22,59,3,4,9,0,72
72,14,89,2,3,7,1,65
66,16,84,3,4,9,0,63
69,21,85,2,0,7,0,66
79,22,57,1,2,10,1,65
77,13,83,1,2,4,0,65
72,26,85,2,3,8,1,67
67,23,50,4,3,4,0,65
90,16,66,0,3,7,0,67
100,11,54,1,3,9,0,66
91,19,84,2,3,9,1,71
72,17,61,1,4,8,0,64
70,21,63,0,2,7,1,61
69,18,54,1,2,8,0,65
65,8,74,1,5,10,0,61
82,18,52,1,4,7,0,64
84,18,92,0,3,8,0,69
88,24,51,4,4,6,0,71
87,16,53,3,5,9,0,70
72,30,82,1,1,8,0,70
73,9,96,0,2,6,0,62
87,28,95,2,3,8,0,73
74,19,54,0,3,8,0,66
69,25,64,1,3,8,0,66
75,20,76,3,3,7,1,66
71,27,51,3,1,9,0,66
64,18,76,2,4,6,0,65
93,13,72,2,2,7,1,67
94,29,79,6,4,7,0,76
69,19,96,0,3,9,0,66
63,21,64,1,3,6,0,63
90,27,82,0,3,7,0,71
68,14,71,1,3,6,0,63
76,24,72,1,2,7,0,67
63,16,82,0,3,8,0,63
69,19,98,0,4,5,0,66
92,20,93,3,2,9,0,72
92,11,82,4,2,8,0,70
68,15,73,0,3,6,0,62
73,28,71,0,2,6,0,69
65,25,89,2,3,9,1,66
63,20,61,2,3,8,0,64
100,21,79,2,1,6,1,70
86,18,75,0,4,6,0,67
82,28,82,1,2,8,0,71
91,19,59,1,2,8,0,69
94,21,85,1,4,8,0,70
92,27,81,0,1,7,0,70
61,15,59,1,2,8,0,61
67,29,72,0,3,7,1,65
86,11,84,0,3,6,0,67
75,30,95,1,5,9,0,70
99,18,56,2,3,8,0,67
87,19,50,3,2,6,1,68
98,9,58,2,4,7,0,69
68,17,99,1,1,7,0,65
95,14,88,2,2,6,0,68
73,16,81,1,4,7,0,67
100,19,57,1,2,6,0,70
66,26,71,2,3,8,0,68
81,21,86,1,4,7,0,69
92,22,95,0,3,5,0,70
77,13,69,2,5,7,0,67
79,15,100,4,3,6,0,70
99,31,57,1,2,4,0,74
77,16,69,1,4,7,0,63
84,30,94,1,2,9,0,72
62,19,82,0,5,7,0,62
94,20,91,1,2,8,0,71
86,26,95,0,5,7,0,68
76,28,75,3,3,6,0,72
61,19,62,1,2,6,0,64
84,18,85,0,4,5,1,64
61,20,78,0,5,8,1,63
60,22,89,2,4,8,0,66
85,25,76,2,2,7,0,71
68,20,91,4,4,4,0,70
68,24,95,3,0,8,0,67
86,30,87,0,4,6,0,73
62,22,87,2,3,7,1,64
73,22,79,4,1,5,1,65
66,11,74,3,3,7,0,62
83,4,99,1,3,7,0,64
86,22,82,1,5,4,1,67
89,19,92,5,3,9,0,74
70,17,75,1,4,7,0,63
64,21,78,1,4,7,0,64
63,20,83,4,3,8,0,64
77,27,86,1,3,7,1,70
98,21,72,3,3,8,0,71
69,16,68,0,4,5,0,63
70,26,62,0,1,7,0,66
64,19,71,1,3,4,0,65
84,23,61,2,5,7,0,70
87,17,71,2,3,9,1,65
86,16,94,0,2,5,0,68
94,21,99,1,2,6,0,72
79,20,79,0,4,4,0,67
65,23,57,1,4,7,0,65
72,18,71,2,4,8,0,66
86,9,80,1,5,8,0,67
85,17,69,1,3,6,0,65
81,25,60,2,3,4,0,68
87,18,61,2,1,5,0,68
85,19,74,1,3,9,0,69
95,26,61,2,2,8,0,71
83,16,62,0,1,7,0,64
91,11,94,1,3,7,1,65
70,19,89,1,2,5,0,64
87,17,53,3,3,9,0,67
96,14,66,3,2,6,0,70
75,19,77,1,4,8,0,66
91,23,53,3,3,5,0,70
89,20,84,1,4,7,0,70
62,22,69,1,3,9,0,64
83,31,70,3,3,6,1,71
65,18,63,1,3,8,0,63
99,22,67,1,3,5,0,72
92,17,93,4,4,6,0,72
64,15,89,0,2,7,0,61
65,16,97,2,4,8,0,63
84,17,85,0,2,7,1,67
74,22,79,3,1,8,0,67
61,34,63,2,5,9,0,65
82,16,83,0,2,6,1,64
76,18,95,2,6,5,0,69
64,20,53,4,4,6,0,65
92,22,72,1,4,9,0,71
97,22,57,0,2,6,0,70
90,28,91,0,2,9,1,98
93,5,81,1,2,7,0,65
69,6,94,1,4,10,0,63
71,17,53,0,3,10,0,61
68,27,95,1,3,9,0,67
91,11,53,0,2,5,0,64
98,2,64,1,2,4,0,65
89,23,58,2,3,7,0,73
95,21,57,1,3,8,0,69
86,13,59,3,3,8,0,67
76,14,74,0,2,6,0,63
77,14,89,0,2,5,0,67
63,21,95,2,5,8,1,66
61,16,78,2,2,10,0,64
88,23,58,2,2,6,0,68
78,3,54,2,4,8,0,61
82,15,75,1,1,10,0,66
82,13,88,0,2,7,0,65
71,18,81,0,4,7,0,65
79,17,79,3,5,8,0,67
79,25,52,1,2,7,0,68
76,9,71,1,3,9,0,63
93,20,78,1,3,6,0,70
78,23,80,0,2,7,0,68
84,31,50,2,3,5,0,69
96,17,60,0,2,7,0,67
95,22,97,0,3,5,0,69
96,9,75,1,4,8,0,65
71,6,85,1,2,5,0,61
61,25,65,3,3,8,0,65
70,20,79,4,4,6,1,67
71,27,68,1,2,10,0,66
96,12,65,2,4,9,0,69
86,23,71,3,4,8,0,71
63,31,73,1,2,5,0,68
65,23,67,3,5,6,0,65
66,22,63,1,5,6,0,64
85,20,81,1,3,6,0,68
89,11,69,1,3,9,1,64
94,28,60,1,3,7,0,71
98,16,88,1,3,6,0,70
68,23,86,0,2,6,0,68
72,11,94,2,3,6,0,63
70,13,78,0,3,8,0,61
74,29,64,2,1,5,0,66
97,18,93,5,4,7,0,75
83,29,64,2,1,8,0,71
90,20,83,1,3,4,0,69
80,9,60,2,3,5,0,62
61,25,81,0,4,7,0,65
63,16,92,0,3,9,0,61
82,24,77,3,2,9,0,69
89,20,74,1,3,6,1,66
69,11,100,1,5,9,0,64
89,21,51,1,4,7,0,69
92,33,67,6,5,7,0,78
76,23,96,2,4,7,1,68
90,20,82,2,4,8,0,70
76,26,77,1,5,6,1,68
87,21,82,0,5,6,1,68
91,21,66,1,3,5,0,69
100,13,54,0,3,8,0,68
74,21,64,3,1,8,0,80
76,26,67,1,3,8,0,67
67,15,74,1,2,5,1,64
68,29,70,0,2,6,0,64
88,19,76,1,3,9,0,68
97,15,60,4,3,7,1,67
76,26,59,0,1,7,0,65
67,18,68,0,4,7,0,66
71,25,74,4,4,8,0,67
78,18,67,0,3,7,0,64
72,20,79,1,4,6,0,66
69,23,66,1,3,8,0,63
89,22,59,5,4,5,0,71
60,8,93,0,3,9,0,62
82,13,60,1,4,6,0,64
92,26,98,2,3,8,1,72
71,19,99,0,4,7,0,65
84,17,85,1,2,6,1,67
87,12,75,1,3,9,0,65
86,14,90,0,1,8,1,63
78,8,94,1,3,7,0,65
74,19,85,1,5,10,0,67
93,16,55,0,4,8,0,67
90,14,50,0,3,6,1,65
73,20,60,1,3,4,0,64
64,22,59,0,5,7,0,64
63,33,59,1,4,9,0,69
64,11,75,1,3,8,0,60
83,27,76,1,4,9,0,70
62,26,86,2,3,6,1,66
73,15,60,3,4,7,0,66
90,21,55,2,2,7,0,68
72,17,83,3,3,7,1,62
91,21,74,0,2,8,0,70
90,29,83,0,3,9,0,72
70,24,69,1,2,10,1,64
89,23,88,1,5,9,1,71
90,17,84,1,4,8,0,67
76,11,83,3,1,6,1,64
68,19,51,1,1,7,0,64
81,27,93,0,3,8,0,72
97,11,69,3,2,7,1,66
86,14,57,3,2,6,0,68
67,21,88,1,5,6,0,95
87,14,74,0,3,8,0,64
77,15,52,1,2,7,0,64
84,17,89,2,2,7,1,68
89,12,72,1,5,7,0,67
81,14,88,1,3,6,0,67
93,24,88,1,3,7,0,71
89,12,55,1,3,6,0,63
85,10,81,3,3,6,0,66
66,16,68,2,5,5,0,65
93,24,77,0,3,7,0,68
97,19,54,0,2,8,0,68
65,17,79,0,2,9,0,62
80,20,89,0,3,5,1,67
70,10,99,1,4,9,0,65
90,23,66,2,3,7,0,71
89,22,58,4,2,5,0,71
66,18,68,1,3,6,0,61
95,26,51,1,2,4,0,70
67,13,70,0,2,5,0,60
92,27,96,0,2,10,1,70
78,21,60,1,2,6,0,67
73,18,74,3,2,8,0,66
66,20,79,2,2,7,1,63
67,19,59,3,3,7,0,65
86,27,67,5,2,8,0,75
82,14,96,2,4,4,0,66
65,15,65,1,2,9,0,61
65,26,82,1,1,7,0,65
63,16,57,2,3,6,1,61
90,25,83,2,3,8,0,73
88,30,64,1,2,6,0,73
62,18,62,1,5,7,0,63
82,24,56,1,3,7,1,67
63,13,52,2,4,8,0,62
96,25,98,1,3,7,1,71
96,21,71,2,4,5,0,70
88,23,89,0,5,8,0,70
97,16,96,4,2,7,0,69
92,10,60,3,2,4,0,66
93,23,93,1,3,7,1,72
83,8,85,1,3,6,0,63
72,18,79,1,4,8,1,65
69,26,90,3,3,6,0,71
73,21,56,5,3,5,0,66
85,32,63,2,3,9,0,69
67,26,57,0,4,8,1,62
70,16,95,1,3,7,0,66
79,20,55,3,4,8,0,66
